007.qq.com	61.129.7.119
js.4g.qq.com	61.151.168.204
js.3g.qq.com	61.151.168.204
js.act.qq.com	101.226.211.171
js.aq.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
jira.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
js.b.qq.com	183.61.38.179
js.bz.qq.com	61.151.166.139, 61.151.166.146
js.docs.qq.com	61.129.7.26
js.exmail.qq.com	14.17.42.118, 59.37.96.29
js.fm.qq.com	101.226.76.191
js.jy.qq.com	61.151.168.204
js.ke.qq.com	14.17.41.213
js.lady.qq.com	180.163.26.39
js.mail.qq.com	14.17.19.106
js.m.qq.com	101.227.131.64
js.photo.qq.com	14.18.245.169
js.tuan.qq.com	183.61.46.161
js.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
js.yun.qq.com	183.60.118.195
js.z.qq.com	61.151.168.204
k.3g.qq.com	61.151.168.204
k.114.qq.com	183.3.225.108
k.4g.qq.com	61.151.168.204
k.act.qq.com	101.226.211.171
k.b.qq.com	183.61.38.179
k.bz.qq.com	61.151.166.139, 61.151.166.146
k.docs.qq.com	61.129.7.26
k.exmail.qq.com	14.17.42.118, 59.37.96.29
k.fm.qq.com	101.226.76.191
k.jy.qq.com	61.151.168.204
k.ke.qq.com	14.17.41.213
k.lady.qq.com	180.163.26.39
k.m.qq.com	101.227.131.64
k.mail.qq.com	14.17.19.106
k.photo.qq.com	14.18.245.169
k.ssp.qq.com	123.151.92.110
k.t.qq.com	101.89.15.177
k.y.qq.com	134.175.75.24
k.z.qq.com	61.151.168.204
lab.3g.qq.com	61.151.168.204
lab.4g.qq.com	61.151.168.204
lab.114.qq.com	183.3.225.108
lab.act.qq.com	101.226.211.171
lab.b.qq.com	183.61.38.179
lab.bz.qq.com	61.151.166.139, 61.151.166.146
k.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
lab.docs.qq.com	61.129.7.26
lab.exmail.qq.com	14.17.42.118, 59.37.96.29
lab.fm.qq.com	101.226.76.191
lab.jy.qq.com	61.151.168.204
lab.ke.qq.com	14.17.41.213
lab.lady.qq.com	180.163.26.39
lab.m.qq.com	101.227.131.64
lab.mail.qq.com	14.17.19.106
lab.map.qq.com	101.227.143.10, 180.163.25.36
lab.photo.qq.com	14.18.245.169
lab.z.qq.com	61.151.168.204
lab.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
ldap.3g.qq.com	61.151.168.204
ldap.114.qq.com	183.3.225.108
ldap.act.qq.com	101.226.211.171
ldap.4g.qq.com	61.151.168.204
ldap.b.qq.com	183.61.38.179
ldap.bz.qq.com	61.151.166.139, 61.151.166.146
ldap.docs.qq.com	61.129.7.26
ldap.exmail.qq.com	14.17.42.118, 59.37.96.29
ldap.fm.qq.com	101.226.76.191
ldap.ke.qq.com	14.17.41.213
ldap.jy.qq.com	61.151.168.204
ldap.lady.qq.com	180.163.26.39
ldap.mail.qq.com	14.17.19.106
ldap.m.qq.com	101.227.131.64
ldap.photo.qq.com	14.18.245.169
ldap.z.qq.com	61.151.168.204
lib.114.qq.com	183.3.225.108
lib.3g.qq.com	61.151.168.204
ldap.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
lib.act.qq.com	101.226.211.171
lib.4g.qq.com	61.151.168.204
lib.b.qq.com	183.61.38.179
lib.bz.qq.com	61.151.166.139, 61.151.166.146
lib.docs.qq.com	61.129.7.26
lib.exmail.qq.com	14.17.42.118, 59.37.96.29
lib.fm.qq.com	101.226.76.191
lib.jy.qq.com	61.151.168.204
lib.lady.qq.com	180.163.26.39
lib.m.qq.com	101.227.131.64
lib.mail.qq.com	14.17.19.106
lib.ke.qq.com	14.17.41.213
lib.photo.qq.com	14.18.245.169
library.4g.qq.com	61.151.168.204
lib.z.qq.com	61.151.168.204
library.114.qq.com	183.3.225.108
library.3g.qq.com	61.151.168.204
library.act.qq.com	101.226.211.171
library.b.qq.com	183.61.38.179
lib.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
library.bz.qq.com	61.151.166.139, 61.151.166.146
library.docs.qq.com	61.129.7.26
library.exmail.qq.com	14.17.42.118, 59.37.96.29
library.fm.qq.com	101.226.76.191
library.ke.qq.com	14.17.41.213
library.jy.qq.com	61.151.168.204
library.lady.qq.com	180.163.26.39
library.mail.qq.com	14.17.19.106
library.m.qq.com	101.227.131.64
library.photo.qq.com	14.18.245.169
library.z.qq.com	61.151.168.204
list.114.qq.com	183.3.225.108
list.3g.qq.com	61.151.168.204
list.4g.qq.com	61.151.168.204
list.b.qq.com	183.61.38.179
library.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
list.bz.qq.com	61.151.166.139, 61.151.166.146
list.act.qq.com	101.226.211.171
list.docs.qq.com	61.129.7.26
list.exmail.qq.com	14.17.42.118, 59.37.96.29
list.fm.qq.com	101.226.76.191
list.lady.qq.com	180.163.26.39
list.jy.qq.com	61.151.168.204
list.ke.qq.com	14.17.41.213
list.m.qq.com	101.227.131.64
list.mail.qq.com	14.17.19.106
list.photo.qq.com	14.18.245.169
list.video.qq.com	59.37.116.48, 59.37.96.228
live.3g.qq.com	101.227.131.64
live.4g.qq.com	61.151.168.204
list.z.qq.com	61.151.168.204
live.114.qq.com	183.3.225.108
live.act.qq.com	101.226.211.171
live.b.qq.com	183.61.38.179
live.baike.qq.com	101.226.211.232, 101.226.211.233
list.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
live.bz.qq.com	61.151.166.139, 61.151.166.146
live.docs.qq.com	61.129.7.26
live.exmail.qq.com	14.17.42.118, 59.37.96.29
live.game.qq.com	101.89.15.142
live.fm.qq.com	101.226.76.191
live.ke.qq.com	14.17.41.213
live.lady.qq.com	180.163.26.39
live.jy.qq.com	61.151.168.204
live.m.qq.com	101.227.131.64
live.mail.qq.com	14.17.19.106
live.photo.qq.com	14.18.245.169
live.sports.qq.com	180.101.153.104, 180.101.153.115, 180.101.217.115, 180.101.217.117, 180.101.217.119, 180.101.217.205, 180.101.217.232, 180.101.217.236, 180.96.1.179, 180.96.1.91, 180.97.146.116, 180.97.146.207, 180.97.146.98, 221.228.67.182, 222.186.49.82
lm.3g.qq.com	61.151.168.204
live.z.qq.com	61.151.168.204
live.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
lm.114.qq.com	183.3.225.108
lm.4g.qq.com	61.151.168.204
lm.act.qq.com	101.226.211.171
lm.bz.qq.com	61.151.166.139, 61.151.166.146
lm.docs.qq.com	61.129.7.26
lm.exmail.qq.com	14.17.42.118, 59.37.96.29
lm.fm.qq.com	101.226.76.191
lm.lady.qq.com	180.163.26.39
lm.ke.qq.com	14.17.41.213
lm.jy.qq.com	61.151.168.204
lm.mail.qq.com	14.17.19.106
lm.m.qq.com	101.227.131.64
lm.photo.qq.com	14.18.245.169
lm.z.qq.com	61.151.168.204
lm.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
log.3g.qq.com	61.151.168.204
log.114.qq.com	183.3.225.108
log.4g.qq.com	61.151.168.204
log.ac.qq.com	101.226.211.115
log.act.qq.com	101.226.211.171
log.b.qq.com	183.61.38.179
log.bz.qq.com	123.151.79.44
log.docs.qq.com	61.129.7.26
log.exmail.qq.com	14.17.42.118, 59.37.96.29
log.fm.qq.com	101.226.76.191
log.ke.qq.com	14.17.41.213
log.lady.qq.com	180.163.26.39
log.mail.qq.com	14.17.19.106
log.m.qq.com	101.227.131.64
log.jy.qq.com	61.151.168.204
log.oma.qq.com	183.3.235.245
log.photo.qq.com	14.18.245.169
log.pg.qq.com	61.129.7.79
log.reader.qq.com	101.226.233.189
log.weixin.qq.com	101.227.146.139, 101.91.0.139
login.3g.qq.com	61.151.168.204
login.114.qq.com	183.3.225.108
log.z.qq.com	61.151.168.204
login.4g.qq.com	61.151.168.204
login.act.qq.com	101.226.211.171
login.b.qq.com	183.61.38.179
login.bz.qq.com	61.151.166.139, 61.151.166.146
log.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
login.book.qq.com	180.163.25.25
login.docs.qq.com	61.129.7.26
login.exmail.qq.com	14.17.42.118, 59.37.96.29
login.game.qq.com	101.226.211.213, 101.89.15.142
login.fm.qq.com	101.226.76.191
login.ke.qq.com	14.17.41.213
login.jy.qq.com	61.151.168.204
login.lady.qq.com	180.163.26.39
login.m.qq.com	101.227.131.64
login.mail.qq.com	14.17.19.106
login.photo.qq.com	14.18.245.169
login.tim.qq.com	101.226.233.199, 61.151.206.66
login.ssp.qq.com	183.3.235.212
login.tv.qq.com	14.215.138.23
login.weixin.qq.com	101.226.76.164, 101.227.160.102
login.wx.qq.com	101.226.76.164, 101.227.160.102
login.wx2.qq.com	113.96.233.139, 14.17.43.34
mail.4g.qq.com	61.151.168.204
login.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
mail.114.qq.com	183.3.225.108
login.z.qq.com	61.151.168.204
mail.act.qq.com	101.226.211.171
mail.b.qq.com	183.61.38.179
mail.bz.qq.com	61.151.166.139, 61.151.166.146
mail.docs.qq.com	61.129.7.26
mail.exmail.qq.com	183.3.226.108
mail.fm.qq.com	101.226.76.191
mail.jy.qq.com	61.151.168.204
mail.ke.qq.com	14.17.41.213
mail.m.qq.com	101.227.131.64
mail.lady.qq.com	180.163.26.39
mail.mail.qq.com	14.17.19.106
mail.photo.qq.com	14.18.245.169
mail.vip.qq.com	14.18.245.237
mail.z.qq.com	61.151.168.204
manage.4g.qq.com	61.151.168.204
manage.3g.qq.com	61.151.168.204
manage.114.qq.com	183.3.225.108
manage.b.qq.com	183.61.38.179
manage.act.qq.com	101.226.211.171
manage.bz.qq.com	61.151.166.139, 61.151.166.146
mail.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
manage.docs.qq.com	61.129.7.26
manage.exmail.qq.com	14.17.42.118, 59.37.96.29
manage.fm.qq.com	101.226.76.191
manage.ke.qq.com	14.17.41.213
manage.jy.qq.com	61.151.168.204
manage.m.qq.com	101.227.131.64
manage.mail.qq.com	14.17.19.106
manage.photo.qq.com	101.227.130.77
manage.lady.qq.com	180.163.26.39
manager.114.qq.com	183.3.225.108
manage.z.qq.com	61.151.168.204
manager.act.qq.com	101.226.211.171
manager.4g.qq.com	61.151.168.204
manager.b.qq.com	183.61.38.179
manage.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
manager.bz.qq.com	61.151.166.139, 61.151.166.146
manager.docs.qq.com	61.129.7.26
manager.exmail.qq.com	14.17.42.118, 59.37.96.29
manager.fm.qq.com	101.226.76.191
manager.lady.qq.com	180.163.26.39
manager.m.qq.com	101.227.131.64
manager.mail.qq.com	14.17.19.106
manager.jy.qq.com	61.151.168.204
manager.ke.qq.com	14.17.41.213
manager.photo.qq.com	14.18.245.169
manager.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
manager.z.qq.com	61.151.168.204
master.4g.qq.com	61.151.168.204
master.114.qq.com	183.3.225.108
master.3g.qq.com	61.151.168.204
master.b.qq.com	183.61.38.179
master.act.qq.com	101.226.211.171
master.bz.qq.com	61.151.166.139, 61.151.166.146
master.exmail.qq.com	14.17.42.118, 59.37.96.29
master.docs.qq.com	61.129.7.26
master.fm.qq.com	101.226.76.191
master.jy.qq.com	61.151.168.204
master.lady.qq.com	180.163.26.39
master.m.qq.com	101.227.131.64
master.mail.qq.com	14.17.19.106
master.ke.qq.com	14.17.41.213
master.photo.qq.com	14.18.245.169
master.z.qq.com	61.151.168.204
mgr.3g.qq.com	61.151.168.204
mgr.114.qq.com	183.3.225.108
mgr.act.qq.com	101.226.211.171
mgr.4g.qq.com	61.151.168.204
mgr.b.qq.com	183.61.38.179
master.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
mgr.bz.qq.com	61.151.166.139, 61.151.166.146
mgr.docs.qq.com	61.129.7.26
mgr.exmail.qq.com	14.17.42.118, 59.37.96.29
mgr.fm.qq.com	101.226.76.191
mgr.ke.qq.com	14.17.41.213
mgr.jy.qq.com	61.151.168.204
mgr.m.qq.com	101.227.131.64
mgr.lady.qq.com	180.163.26.39
mgr.mail.qq.com	14.17.19.106
mgr.photo.qq.com	14.18.245.169
mgr.z.qq.com	61.151.168.204
monitor.3g.qq.com	61.151.168.204
monitor.4g.qq.com	61.151.168.204
monitor.114.qq.com	183.3.225.108
monitor.act.qq.com	101.226.211.171
monitor.b.qq.com	183.61.38.179
mgr.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
monitor.bz.qq.com	61.151.166.139, 61.151.166.146
monitor.docs.qq.com	61.129.7.26
monitor.exmail.qq.com	14.17.42.118, 59.37.96.29
monitor.gongyi.qq.com	180.163.21.39
monitor.fm.qq.com	101.226.76.191
monitor.jy.qq.com	61.151.168.204
monitor.m.qq.com	101.227.131.64
monitor.lady.qq.com	180.163.26.39
monitor.mail.qq.com	14.17.19.106
monitor.music.qq.com	183.3.226.26
monitor.photo.qq.com	14.18.245.169
monitor.ke.qq.com	14.17.41.213
monitor.ssp.qq.com	59.37.97.23
monitor.z.qq.com	61.151.168.204
mysql.114.qq.com	183.3.225.108
mysql.4g.qq.com	61.151.168.204
monitor.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
mysql.3g.qq.com	61.151.168.204
mysql.act.qq.com	101.226.211.171
mysql.b.qq.com	183.61.38.179
mysql.bz.qq.com	61.151.166.139, 61.151.166.146
mysql.docs.qq.com	61.129.7.26
mysql.exmail.qq.com	14.17.42.118, 59.37.96.29
mysql.fm.qq.com	101.226.76.191
mysql.jy.qq.com	61.151.168.204
mysql.ke.qq.com	14.17.41.213
mysql.lady.qq.com	180.163.26.39
mysql.m.qq.com	101.227.131.64
mysql.mail.qq.com	14.17.19.106
mysql.photo.qq.com	14.18.245.169
n.4g.qq.com	61.151.168.204
mysql.z.qq.com	61.151.168.204
n.114.qq.com	183.3.225.108
n.act.qq.com	101.226.211.171
n.b.qq.com	183.61.38.179
mysql.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
n.bz.qq.com	61.151.166.139, 61.151.166.146
n.book.qq.com	180.97.146.243
n.docs.qq.com	61.129.7.26
n.exmail.qq.com	14.17.42.118, 59.37.96.29
n.fm.qq.com	101.226.76.191
n.jy.qq.com	61.151.168.204
n.lady.qq.com	180.163.26.39
n.m.qq.com	101.227.131.64
n.mail.qq.com	14.17.19.106
n.ke.qq.com	14.17.41.213
n.photo.qq.com	14.18.245.169
n.rss.qq.com	123.151.137.25
n.ssp.qq.com	183.3.226.37
nagios.3g.qq.com	61.151.168.204
n.z.qq.com	61.151.168.204
nagios.4g.qq.com	61.151.168.204
nagios.b.qq.com	183.61.38.179
n.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
nagios.114.qq.com	183.3.225.108
nagios.act.qq.com	101.226.211.171
nagios.bz.qq.com	61.151.166.139, 61.151.166.146
nagios.docs.qq.com	61.129.7.26
nagios.exmail.qq.com	14.17.42.118, 59.37.96.29
nagios.fm.qq.com	101.226.76.191
nagios.lady.qq.com	180.163.26.39
nagios.mail.qq.com	14.17.19.106
nagios.jy.qq.com	61.151.168.204
nagios.m.qq.com	101.227.131.64
nagios.ke.qq.com	14.17.41.213
nagios.photo.qq.com	14.18.245.169
new.3g.qq.com	61.151.168.204
nagios.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
nagios.z.qq.com	61.151.168.204
new.114.qq.com	183.3.225.108
new.4g.qq.com	61.151.168.204
new.act.qq.com	101.226.211.171
new.b.qq.com	183.61.38.179
new.bz.qq.com	61.151.166.139, 61.151.166.146
new.docs.qq.com	61.129.7.26
new.exmail.qq.com	14.17.42.118, 59.37.96.29
new.fm.qq.com	101.226.76.191
new.ke.qq.com	14.17.41.213
new.lady.qq.com	180.163.26.39
new.mail.qq.com	14.17.19.106
new.m.qq.com	101.227.131.64
new.jy.qq.com	61.151.168.204
new.photo.qq.com	14.18.245.169
new.z.qq.com	61.151.168.204
o.4g.qq.com	61.151.168.204
o.3g.qq.com	61.151.168.204
o.114.qq.com	183.3.225.108
o.act.qq.com	101.226.211.171
o.b.qq.com	183.61.38.179
o.app.qq.com	101.227.160.45, 61.151.168.159
o.bz.qq.com	61.151.166.139, 61.151.166.146
new.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
o.docs.qq.com	61.129.7.26
o.exmail.qq.com	14.17.42.118, 59.37.96.29
o.fm.qq.com	101.226.76.191
o.ke.qq.com	14.17.41.213
o.lady.qq.com	180.163.26.39
o.m.qq.com	101.227.131.64
o.jy.qq.com	61.151.168.204
o.mail.qq.com	14.17.19.106
o.photo.qq.com	14.18.245.169
o.z.qq.com	61.151.168.204
oa.114.qq.com	183.3.225.108
o.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
oa.3g.qq.com	61.151.168.204
oa.4g.qq.com	61.151.168.204
oa.act.qq.com	101.226.211.171
oa.b.qq.com	219.133.60.178
oa.bz.qq.com	61.151.166.139, 61.151.166.146
oa.docs.qq.com	61.129.7.26
oa.exmail.qq.com	14.17.42.118, 59.37.96.29
oa.fm.qq.com	101.226.76.191
oa.jy.qq.com	61.151.168.204
oa.ke.qq.com	14.17.41.213
oa.lady.qq.com	180.163.26.39
oa.mail.qq.com	14.17.19.106
oa.m.qq.com	101.227.131.64
oa.photo.qq.com	14.18.245.169
oa.sdc.qq.com	193.112.187.149
old.114.qq.com	183.3.225.108
oa.z.qq.com	61.151.168.204
old.3g.qq.com	61.151.168.204
old.4g.qq.com	61.151.168.204
old.act.qq.com	101.226.211.171
old.b.qq.com	183.61.38.179
old.bz.qq.com	61.151.166.139, 61.151.166.146
oa.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
old.docs.qq.com	61.129.7.26
old.exmail.qq.com	14.17.42.118, 59.37.96.29
old.fm.qq.com	101.226.76.191
old.ke.qq.com	14.17.41.213
old.jy.qq.com	61.151.168.204
old.mail.qq.com	14.17.19.106
old.lady.qq.com	180.163.26.39
old.m.qq.com	101.227.131.64
old.photo.qq.com	113.96.232.139, 58.60.9.103, 59.37.96.166, 59.37.96.167, 59.37.96.168, 59.37.96.40, 59.37.96.45, 59.37.96.46, 59.37.96.47, 59.37.96.48, 59.37.96.49, 59.37.97.88, 59.37.97.89, 59.37.97.90, 59.37.97.91, 59.37.97.92
p.114.qq.com	183.3.225.108
p.4g.qq.com	61.151.168.204
old.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
old.z.qq.com	61.151.168.204
p.act.qq.com	101.226.211.171
p.acc.qq.com	113.96.208.77
p.b.qq.com	183.61.38.179
p.bz.qq.com	61.151.166.139, 61.151.166.146
p.docs.qq.com	61.129.7.26
p.exmail.qq.com	14.17.42.118, 59.37.96.29
p.fm.qq.com	101.226.76.191
p.l.qq.com	101.226.233.179
p.ke.qq.com	14.17.41.213
p.kg.qq.com	2.17.199.128
p.lady.qq.com	180.163.26.39
p.jy.qq.com	61.151.168.204
p.mb.qq.com	101.227.131.64
p.m.qq.com	101.227.131.64
p.mail.qq.com	14.17.19.106
p.mp.qq.com	101.226.76.235
p.ssp.qq.com	123.151.137.25
p.store.qq.com	14.17.19.76, 14.17.19.77, 14.17.19.78, 59.37.110.115, 59.37.110.13
p.t.qq.com	101.89.15.177
p.v.qq.com	123.151.72.15
p.z.qq.com	61.151.168.204
p.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
passport.act.qq.com	101.226.211.171
passport.114.qq.com	183.3.225.108
passport.4g.qq.com	61.151.168.204
passport.3g.qq.com	61.151.168.204
p.y.qq.com	180.153.100.249, 180.153.105.148, 180.153.105.151, 180.153.105.158, 180.153.105.166, 180.153.105.172, 180.153.105.254
passport.b.qq.com	183.61.38.179
passport.book.qq.com	101.226.103.89
passport.bz.qq.com	61.151.166.139, 61.151.166.146
passport.docs.qq.com	61.129.7.26
passport.exmail.qq.com	14.17.42.118, 59.37.96.29
passport.fm.qq.com	101.226.76.191
passport.ke.qq.com	14.17.41.213
passport.jy.qq.com	61.151.168.204
passport.m.qq.com	101.227.131.64
passport.lady.qq.com	180.163.26.39
passport.mail.qq.com	14.17.19.106
passport.photo.qq.com	14.18.245.169
phpmyadmin.3g.qq.com	61.151.168.204
passport.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
passport.z.qq.com	61.151.168.204
phpmyadmin.114.qq.com	183.3.225.108
phpmyadmin.4g.qq.com	61.151.168.204
phpmyadmin.b.qq.com	183.61.38.179
phpmyadmin.bz.qq.com	61.151.166.139, 61.151.166.146
phpmyadmin.act.qq.com	101.226.211.171
phpmyadmin.docs.qq.com	61.129.7.26
phpmyadmin.exmail.qq.com	14.17.42.118, 59.37.96.29
phpmyadmin.fm.qq.com	101.226.76.191
phpmyadmin.ke.qq.com	14.17.41.213
phpmyadmin.lady.qq.com	180.163.26.39
phpmyadmin.jy.qq.com	61.151.168.204
phpmyadmin.m.qq.com	101.227.131.64
phpmyadmin.mail.qq.com	14.17.19.106
phpmyadmin.photo.qq.com	14.18.245.169
phpmyadmin.z.qq.com	61.151.168.204
pic.114.qq.com	183.3.225.108
pic.4g.qq.com	61.151.168.204
pic.act.qq.com	101.226.211.171
pic.3g.qq.com	61.151.168.204
pic.b.qq.com	183.61.38.179
phpmyadmin.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
pic.bz.qq.com	61.151.166.139, 61.151.166.146
pic.city.qq.com	183.57.48.92
pic.docs.qq.com	61.129.7.26
pic.exmail.qq.com	14.17.42.118, 59.37.96.29
pic.fm.qq.com	101.226.76.191
pic.house.qq.com	14.215.140.70
pic.jy.qq.com	61.151.168.204
pic.m.qq.com	101.227.131.64
pic.ke.qq.com	14.17.41.213
pic.photo.qq.com	14.18.245.169
pic.pet.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
pic.tim.qq.com	61.129.7.120
pic.z.qq.com	61.151.168.204
pma.3g.qq.com	61.151.168.204
pma.4g.qq.com	61.151.168.204
pic.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
pma.114.qq.com	183.3.225.108
pma.act.qq.com	101.226.211.171
pma.b.qq.com	183.61.38.179
pma.bz.qq.com	61.151.166.139, 61.151.166.146
pma.docs.qq.com	61.129.7.26
pma.exmail.qq.com	14.17.42.118, 59.37.96.29
pma.fm.qq.com	101.226.76.191
pma.lady.qq.com	180.163.26.39
pma.jy.qq.com	61.151.168.204
pma.m.qq.com	101.227.131.64
pma.mail.qq.com	14.17.19.106
pma.photo.qq.com	14.18.245.169
pma.z.qq.com	61.151.168.204
pop.114.qq.com	183.3.225.108
pop.3g.qq.com	61.151.168.204
pop.4g.qq.com	61.151.168.204
pop.act.qq.com	101.226.211.171
pma.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
pop.b.qq.com	183.61.38.179
pop.bz.qq.com	61.151.166.139, 61.151.166.146
pop.docs.qq.com	61.129.7.26
pop.exmail.qq.com	113.96.200.115, 113.96.208.92, 113.96.232.106
pop.fm.qq.com	101.226.76.191
pop.jy.qq.com	61.151.168.204
pop.ke.qq.com	14.17.41.213
pop.lady.qq.com	180.163.26.39
pop.m.qq.com	101.227.131.64
pop.photo.qq.com	14.18.245.169
pop.vip.qq.com	101.226.211.187
portal.114.qq.com	183.3.225.108
pop.z.qq.com	61.151.168.204
pop.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
portal.3g.qq.com	180.163.21.193, 180.163.25.76
portal.4g.qq.com	61.151.168.204
portal.b.qq.com	183.61.38.179
portal.bz.qq.com	61.151.166.139, 61.151.166.146
portal.act.qq.com	101.226.211.171
portal.docs.qq.com	61.129.7.26
portal.exmail.qq.com	14.17.42.118, 59.37.96.29
portal.fm.qq.com	101.226.76.191
portal.ke.qq.com	14.17.41.213
portal.lady.qq.com	180.163.26.39
portal.jy.qq.com	61.151.168.204
portal.m.qq.com	101.227.131.64
portal.mail.qq.com	14.17.19.106
portal.photo.qq.com	14.18.245.169
portal.z.qq.com	61.151.168.204
portal.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
preview.114.qq.com	183.3.225.108
preview.act.qq.com	101.226.211.171
preview.4g.qq.com	61.151.168.204
preview.3g.qq.com	61.151.168.204
preview.b.qq.com	183.61.38.179
preview.baike.qq.com	101.226.211.232, 101.226.211.233
preview.bz.qq.com	61.151.166.139, 61.151.166.146
preview.docs.qq.com	61.129.7.26
preview.exmail.qq.com	14.17.42.118, 59.37.96.29
preview.fm.qq.com	101.226.76.191
preview.lady.qq.com	180.163.26.39
preview.ke.qq.com	14.17.41.213
preview.jy.qq.com	61.151.168.204
preview.mail.qq.com	14.17.19.106
preview.m.qq.com	101.227.131.64
preview.photo.qq.com	14.18.245.169
preview.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
profile.3g.qq.com	61.151.168.204
preview.z.qq.com	61.151.168.204
profile.114.qq.com	183.3.225.108
profile.4g.qq.com	61.151.168.204
profile.act.qq.com	101.226.211.171
profile.b.qq.com	183.61.38.179
profile.bz.qq.com	61.151.166.139, 61.151.166.146
profile.docs.qq.com	61.129.7.26
profile.exmail.qq.com	14.17.42.118, 59.37.96.29
profile.fm.qq.com	101.226.76.191
profile.ke.qq.com	14.17.41.213
profile.lady.qq.com	180.163.26.39
profile.jy.qq.com	61.151.168.204
profile.m.qq.com	101.227.131.64
profile.mail.qq.com	14.17.19.106
profile.photo.qq.com	14.18.245.169
proxy.4g.qq.com	61.151.168.204
proxy.act.qq.com	101.226.211.171
proxy.114.qq.com	183.3.225.108
profile.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
proxy.bz.qq.com	61.151.166.139, 61.151.166.146
proxy.3g.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
proxy.docs.qq.com	61.129.7.26
profile.z.qq.com	61.151.168.204
proxy.finance.qq.com	183.3.234.226, 183.3.235.211
proxy.fm.qq.com	101.226.76.191
proxy.house.qq.com	14.215.140.70
proxy.exmail.qq.com	14.17.42.118, 59.37.96.29
proxy.m.qq.com	101.227.131.64
proxy.jy.qq.com	61.151.168.204
proxy.lady.qq.com	180.163.26.39
proxy.mail.qq.com	14.17.19.106
proxy.music.qq.com	61.151.166.171
proxy.now.qq.com	14.215.138.22
proxy.ke.qq.com	14.17.41.213
proxy.om.qq.com	101.226.211.231
proxy.photo.qq.com	14.18.245.169
